clip_identifier	duration	match_id	round	prompt_id	game_type	correct_word/image	distractors	prompt_status	prompt_num
80m1xwo5_r00_s1_p000	15	80m1xwo5	r00	image_p21659	image	/dogs/Sealyham_terrier/n02095889_2883.jpg	['/dogs/Sealyham_terrier/n02095889_1723.jpg', '/dogs/Sealyham_terrier/n02095889_3610.jpg', '/dogs/Sealyham_terrier/n02095889_1476.jpg', '/dogs/Sealyham_terrier/n02095889_431.jpg', '/dogs/Sealyham_terrier/n02095889_4899.jpg', '/dogs/Sealyham_terrier/n02095889_61.jpg', '/dogs/Sealyham_terrier/n02095889_1847.jpg', '/dogs/Sealyham_terrier/n02095889_4649.jpg', '/dogs/Sealyham_terrier/n02095889_151.jpg', '/dogs/Sealyham_terrier/n02095889_5212.jpg', '/dogs/Sealyham_terrier/n02095889_1241.jpg']	win	0
80m1xwo5_r00_s1_p001	28	80m1xwo5	r00	image_p47585	image	/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0012_8443.jpg	['/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0035_8447.jpg', '/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0020_8549.jpg', '/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0085_8363.jpg', '/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0015_8207.jpg', '/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0057_8236.jpg', '/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0009_8248.jpg', '/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0049_8548.jpg', '/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0074_8452.jpg', '/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0034_7736.jpg', '/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0070_8583.jpg', '/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0051_8387.jpg']	loss	1
80m1xwo5_r00_s1_p002	37	80m1xwo5	r00	image_p8949	image	/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0109_21796.jpg	['/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0033_21873.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0110_21871.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0039_21654.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0014_21970.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0044_22106.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0089_21804.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0100_21913.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0101_21677.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0022_21944.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0012_21961.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0029_22017.jpg']	loss	2
80m1xwo5_r00_s1_p003	31	80m1xwo5	r00	image_p15296	image	/birds/European_Goldfinch/European_Goldfinch_0017_794638.jpg	['/birds/European_Goldfinch/European_Goldfinch_0038_794675.jpg', '/birds/European_Goldfinch/European_Goldfinch_0084_33147.jpg', '/birds/European_Goldfinch/European_Goldfinch_0052_33082.jpg', '/birds/European_Goldfinch/European_Goldfinch_0006_794661.jpg', '/birds/European_Goldfinch/European_Goldfinch_0073_794633.jpg', '/birds/European_Goldfinch/European_Goldfinch_0064_794670.jpg', '/birds/European_Goldfinch/European_Goldfinch_0070_33084.jpg', '/birds/European_Goldfinch/European_Goldfinch_0005_33263.jpg', '/birds/European_Goldfinch/European_Goldfinch_0041_794645.jpg', '/birds/European_Goldfinch/European_Goldfinch_0030_33357.jpg', '/birds/European_Goldfinch/European_Goldfinch_0014_794672.jpg']	win	3
80m1xwo5_r00_s1_p004	16	80m1xwo5	r00	image_p14291	image	/dogs/Bouvier_des_Flandres/n02106382_2370.jpg	['/dogs/Bouvier_des_Flandres/n02106382_1440.jpg', '/dogs/Bouvier_des_Flandres/n02106382_1131.jpg', '/dogs/Bouvier_des_Flandres/n02106382_3704.jpg', '/dogs/Bouvier_des_Flandres/n02106382_1381.jpg', '/dogs/Bouvier_des_Flandres/n02106382_1452.jpg', '/dogs/Bouvier_des_Flandres/n02106382_3014.jpg', '/dogs/Bouvier_des_Flandres/n02106382_2763.jpg', '/dogs/Bouvier_des_Flandres/n02106382_3856.jpg', '/dogs/Bouvier_des_Flandres/n02106382_2343.jpg', '/dogs/Bouvier_des_Flandres/n02106382_8289.jpg', '/dogs/Bouvier_des_Flandres/n02106382_1000.jpg']	loss	4
80m1xwo5_r00_s1_p005	18	80m1xwo5	r00	image_p45630	image	/dogs/komondor/n02105505_4282.jpg	['/dogs/komondor/n02105505_3957.jpg', '/dogs/komondor/n02105505_955.jpg', '/dogs/komondor/n02105505_2083.jpg', '/dogs/komondor/n02105505_3603.jpg', '/dogs/komondor/n02105505_4180.jpg', '/dogs/komondor/n02105505_2685.jpg', '/dogs/komondor/n02105505_2134.jpg', '/dogs/komondor/n02105505_2548.jpg', '/dogs/komondor/n02105505_1148.jpg', '/dogs/komondor/n02105505_4458.jpg', '/dogs/komondor/n02105505_3650.jpg']	win	5
80m1xwo5_r00_s1_p006	13	80m1xwo5	r00	image_p41514	image	/dogs/cairn/n02096177_3476.jpg	['/dogs/cairn/n02096177_4.jpg', '/dogs/cairn/n02096177_11012.jpg', '/dogs/cairn/n02096177_181.jpg', '/dogs/cairn/n02096177_13341.jpg', '/dogs/cairn/n02096177_8173.jpg', '/dogs/cairn/n02096177_599.jpg', '/dogs/cairn/n02096177_2560.jpg', '/dogs/cairn/n02096177_1988.jpg', '/dogs/cairn/n02096177_308.jpg', '/dogs/cairn/n02096177_1335.jpg', '/dogs/cairn/n02096177_10093.jpg']	win	6
80m1xwo5_r00_s1_p007	21	80m1xwo5	r00	image_p48497	image	/dogs/Pembroke/n02113023_1136.jpg	['/dogs/Pembroke/n02113023_1896.jpg', '/dogs/Pembroke/n02113023_186.jpg', '/dogs/Pembroke/n02113023_7292.jpg', '/dogs/Pembroke/n02113023_6000.jpg', '/dogs/Pembroke/n02113023_4136.jpg', '/dogs/Pembroke/n02113023_1616.jpg', '/dogs/Pembroke/n02113023_5901.jpg', '/dogs/Pembroke/n02113023_591.jpg', '/dogs/Pembroke/n02113023_4544.jpg', '/dogs/Pembroke/n02113023_4269.jpg', '/dogs/Pembroke/n02113023_6177.jpg']	win	7
80m1xwo5_r00_s1_p008	16	80m1xwo5	r00	image_p43812	image	/ifood/fettuccine/train_096574.jpg	['/ifood/fettuccine/train_096392.jpg', '/ifood/fettuccine/train_096474.jpg', '/ifood/fettuccine/train_096351.jpg', '/ifood/fettuccine/train_096641.jpg', '/ifood/fettuccine/train_096319.jpg', '/ifood/fettuccine/train_096679.jpg', '/ifood/fettuccine/train_096446.jpg', '/ifood/fettuccine/train_096756.jpg', '/ifood/fettuccine/train_096676.jpg', '/ifood/fettuccine/train_096691.jpg', '/ifood/fettuccine/train_096640.jpg']	win	8
80m1xwo5_r00_s1_p009	36	80m1xwo5	r00	image_p43468	image	/dogs/Brabancon_griffon/n02112706_2156.jpg	['/dogs/Brabancon_griffon/n02112706_1971.jpg', '/dogs/Brabancon_griffon/n02112706_377.jpg', '/dogs/Brabancon_griffon/n02112706_2070.jpg', '/dogs/Brabancon_griffon/n02112706_1875.jpg', '/dogs/Brabancon_griffon/n02112706_637.jpg', '/dogs/Brabancon_griffon/n02112706_2448.jpg', '/dogs/Brabancon_griffon/n02112706_678.jpg', '/dogs/Brabancon_griffon/n02112706_1684.jpg', '/dogs/Brabancon_griffon/n02112706_2456.jpg', '/dogs/Brabancon_griffon/n02112706_1292.jpg', '/dogs/Brabancon_griffon/n02112706_417.jpg']	loss	9
80m1xwo5_r00_s1_p010	19	80m1xwo5	r00	image_p20191	image	/ifood/pulled_pork_sandwich/train_033957.jpg	['/ifood/pulled_pork_sandwich/train_034000.jpg', '/ifood/pulled_pork_sandwich/train_033757.jpg', '/ifood/pulled_pork_sandwich/train_033846.jpg', '/ifood/pulled_pork_sandwich/train_033698.jpg', '/ifood/pulled_pork_sandwich/train_033965.jpg', '/ifood/pulled_pork_sandwich/train_033732.jpg', '/ifood/pulled_pork_sandwich/train_033744.jpg', '/ifood/pulled_pork_sandwich/train_033939.jpg', '/ifood/pulled_pork_sandwich/train_033735.jpg', '/ifood/pulled_pork_sandwich/train_033976.jpg', '/ifood/pulled_pork_sandwich/train_033696.jpg']	win	10
80m1xwo5_r00_s1_p011	26	80m1xwo5	r00	image_p16067	image	/dogs/Chihuahua/n02085620_477.jpg	['/dogs/Chihuahua/n02085620_1321.jpg', '/dogs/Chihuahua/n02085620_5312.jpg', '/dogs/Chihuahua/n02085620_6931.jpg', '/dogs/Chihuahua/n02085620_3033.jpg', '/dogs/Chihuahua/n02085620_9399.jpg', '/dogs/Chihuahua/n02085620_431.jpg', '/dogs/Chihuahua/n02085620_2590.jpg', '/dogs/Chihuahua/n02085620_3928.jpg', '/dogs/Chihuahua/n02085620_3110.jpg', '/dogs/Chihuahua/n02085620_5661.jpg', '/dogs/Chihuahua/n02085620_14252.jpg']	win	11
8fcwqowm_r00_s0_p000	25	8fcwqowm	r00	image_p2491	image	/dogs/Yorkshire_terrier/n02094433_8977.jpg	['/dogs/Yorkshire_terrier/n02094433_2882.jpg', '/dogs/Yorkshire_terrier/n02094433_2901.jpg', '/dogs/Yorkshire_terrier/n02094433_2457.jpg', '/dogs/Yorkshire_terrier/n02094433_2973.jpg', '/dogs/Yorkshire_terrier/n02094433_4990.jpg', '/dogs/Yorkshire_terrier/n02094433_2127.jpg', '/dogs/Yorkshire_terrier/n02094433_194.jpg', '/dogs/Yorkshire_terrier/n02094433_2115.jpg', '/dogs/Yorkshire_terrier/n02094433_701.jpg', '/dogs/Yorkshire_terrier/n02094433_2375.jpg', '/dogs/Yorkshire_terrier/n02094433_4005.jpg']	win	0
8fcwqowm_r00_s0_p001	19	8fcwqowm	r00	image_p31410	image	/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0041_8264.jpg	['/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0023_7325.jpg', '/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0082_8577.jpg', '/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0009_8248.jpg', '/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0020_8549.jpg', '/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0008_8756.jpg', '/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0024_8586.jpg', '/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0073_8442.jpg', '/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0070_8583.jpg', '/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0108_7937.jpg', '/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0065_8481.jpg', '/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0087_8358.jpg']	win	1
8fcwqowm_r00_s0_p002	19	8fcwqowm	r00	image_p29141	image	/dogs/affenpinscher/n02110627_1581.jpg	['/dogs/affenpinscher/n02110627_2997.jpg', '/dogs/affenpinscher/n02110627_8099.jpg', '/dogs/affenpinscher/n02110627_8519.jpg', '/dogs/affenpinscher/n02110627_7065.jpg', '/dogs/affenpinscher/n02110627_10859.jpg', '/dogs/affenpinscher/n02110627_11345.jpg', '/dogs/affenpinscher/n02110627_10439.jpg', '/dogs/affenpinscher/n02110627_641.jpg', '/dogs/affenpinscher/n02110627_12227.jpg', '/dogs/affenpinscher/n02110627_10848.jpg', '/dogs/affenpinscher/n02110627_11262.jpg']	win	2
8fcwqowm_r00_s0_p003	34	8fcwqowm	r00	image_p23385	image	/dogs/Maltese_dog/n02085936_2135.jpg	['/dogs/Maltese_dog/n02085936_1556.jpg', '/dogs/Maltese_dog/n02085936_8224.jpg', '/dogs/Maltese_dog/n02085936_22666.jpg', '/dogs/Maltese_dog/n02085936_426.jpg', '/dogs/Maltese_dog/n02085936_20076.jpg', '/dogs/Maltese_dog/n02085936_8900.jpg', '/dogs/Maltese_dog/n02085936_3580.jpg', '/dogs/Maltese_dog/n02085936_6942.jpg', '/dogs/Maltese_dog/n02085936_4343.jpg', '/dogs/Maltese_dog/n02085936_7941.jpg', '/dogs/Maltese_dog/n02085936_9742.jpg']	win	3
8fcwqowm_r00_s0_p004	17	8fcwqowm	r00	image_p33771	image	/birds/Sooty_Albatross/Sooty_Albatross_0070_796346.jpg	['/birds/Sooty_Albatross/Sooty_Albatross_0066_796382.jpg', '/birds/Sooty_Albatross/Sooty_Albatross_0046_1211.jpg', '/birds/Sooty_Albatross/Sooty_Albatross_0054_796347.jpg', '/birds/Sooty_Albatross/Sooty_Albatross_0041_796364.jpg', '/birds/Sooty_Albatross/Sooty_Albatross_0033_1128.jpg', '/birds/Sooty_Albatross/Sooty_Albatross_0010_796355.jpg', '/birds/Sooty_Albatross/Sooty_Albatross_0055_1160.jpg', '/birds/Sooty_Albatross/Sooty_Albatross_0042_1210.jpg', '/birds/Sooty_Albatross/Sooty_Albatross_0063_1101.jpg', '/birds/Sooty_Albatross/Sooty_Albatross_0072_796371.jpg', '/birds/Sooty_Albatross/Sooty_Albatross_0036_796387.jpg']	win	4
8fcwqowm_r00_s0_p005	13	8fcwqowm	r00	image_p30844	image	/birds/Spotted_Catbird/Spotted_Catbird_0011_796815.jpg	['/birds/Spotted_Catbird/Spotted_Catbird_0044_796809.jpg', '/birds/Spotted_Catbird/Spotted_Catbird_0020_796794.jpg', '/birds/Spotted_Catbird/Spotted_Catbird_0012_796802.jpg', '/birds/Spotted_Catbird/Spotted_Catbird_0045_796814.jpg', '/birds/Spotted_Catbird/Spotted_Catbird_0034_19437.jpg', '/birds/Spotted_Catbird/Spotted_Catbird_0030_796801.jpg', '/birds/Spotted_Catbird/Spotted_Catbird_0028_796813.jpg', '/birds/Spotted_Catbird/Spotted_Catbird_0039_796811.jpg', '/birds/Spotted_Catbird/Spotted_Catbird_0026_796818.jpg', '/birds/Spotted_Catbird/Spotted_Catbird_0010_19436.jpg', '/birds/Spotted_Catbird/Spotted_Catbird_0033_796805.jpg']	win	5
8fcwqowm_r00_s0_p006	43	8fcwqowm	r00	image_p35405	image	/ifood/tagliatelle/train_040531.jpg	['/ifood/tagliatelle/train_040837.jpg', '/ifood/tagliatelle/train_040777.jpg', '/ifood/tagliatelle/train_040834.jpg', '/ifood/tagliatelle/train_040616.jpg', '/ifood/tagliatelle/train_040591.jpg', '/ifood/tagliatelle/train_040778.jpg', '/ifood/tagliatelle/train_040617.jpg', '/ifood/tagliatelle/train_040764.jpg', '/ifood/tagliatelle/train_040567.jpg', '/ifood/tagliatelle/train_040620.jpg', '/ifood/tagliatelle/train_040602.jpg']	loss	6
8fcwqowm_r00_s0_p007	13	8fcwqowm	r00	image_p48226	image	/birds/Laysan_Albatross/Laysan_Albatross_0042_801.jpg	['/birds/Laysan_Albatross/Laysan_Albatross_0064_674.jpg', '/birds/Laysan_Albatross/Laysan_Albatross_0049_918.jpg', '/birds/Laysan_Albatross/Laysan_Albatross_0085_564.jpg', '/birds/Laysan_Albatross/Laysan_Albatross_0100_735.jpg', '/birds/Laysan_Albatross/Laysan_Albatross_0002_1027.jpg', '/birds/Laysan_Albatross/Laysan_Albatross_0023_1059.jpg', '/birds/Laysan_Albatross/Laysan_Albatross_0029_482.jpg', '/birds/Laysan_Albatross/Laysan_Albatross_0088_883.jpg', '/birds/Laysan_Albatross/Laysan_Albatross_0079_506.jpg', '/birds/Laysan_Albatross/Laysan_Albatross_0104_630.jpg', '/birds/Laysan_Albatross/Laysan_Albatross_0094_1013.jpg']	win	7
8fcwqowm_r00_s0_p008	17	8fcwqowm	r00	image_p42855	image	/dogs/Newfoundland/n02111277_14422.jpg	['/dogs/Newfoundland/n02111277_4263.jpg', '/dogs/Newfoundland/n02111277_4404.jpg', '/dogs/Newfoundland/n02111277_7285.jpg', '/dogs/Newfoundland/n02111277_6213.jpg', '/dogs/Newfoundland/n02111277_4924.jpg', '/dogs/Newfoundland/n02111277_12623.jpg', '/dogs/Newfoundland/n02111277_5094.jpg', '/dogs/Newfoundland/n02111277_3454.jpg', '/dogs/Newfoundland/n02111277_10578.jpg', '/dogs/Newfoundland/n02111277_6063.jpg', '/dogs/Newfoundland/n02111277_14601.jpg']	win	8
8fcwqowm_r00_s0_p009	23	8fcwqowm	r00	image_p20735	image	/dogs/boxer/n02108089_2723.jpg	['/dogs/boxer/n02108089_395.jpg', '/dogs/boxer/n02108089_3028.jpg', '/dogs/boxer/n02108089_4042.jpg', '/dogs/boxer/n02108089_2608.jpg', '/dogs/boxer/n02108089_7319.jpg', '/dogs/boxer/n02108089_4730.jpg', '/dogs/boxer/n02108089_13526.jpg', '/dogs/boxer/n02108089_12827.jpg', '/dogs/boxer/n02108089_1.jpg', '/dogs/boxer/n02108089_5753.jpg', '/dogs/boxer/n02108089_2718.jpg']	win	9
8fcwqowm_r00_s0_p010	36	8fcwqowm	r00	image_p25897	image	/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0089_21804.jpg	['/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0107_21698.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0101_21677.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0011_21820.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0044_22106.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0012_21961.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0014_21970.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0068_21860.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0039_21654.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0033_21873.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0062_21673.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0091_22111.jpg']	win	10
8fcwqowm_r00_s0_p011	16	8fcwqowm	r00	image_p38931	image	/dogs/golden_retriever/n02099601_1768.jpg	['/dogs/golden_retriever/n02099601_5160.jpg', '/dogs/golden_retriever/n02099601_8429.jpg', '/dogs/golden_retriever/n02099601_142.jpg', '/dogs/golden_retriever/n02099601_1249.jpg', '/dogs/golden_retriever/n02099601_4312.jpg', '/dogs/golden_retriever/n02099601_7123.jpg', '/dogs/golden_retriever/n02099601_1454.jpg', '/dogs/golden_retriever/n02099601_5051.jpg', '/dogs/golden_retriever/n02099601_864.jpg', '/dogs/golden_retriever/n02099601_4651.jpg', '/dogs/golden_retriever/n02099601_8764.jpg']	win	11
8fcwqowm_r01_s0_p000	20	8fcwqowm	r01	image_p9232	image	/ifood/chocolate_mousse/train_027713.jpg	['/ifood/chocolate_mousse/train_027468.jpg', '/ifood/chocolate_mousse/train_027396.jpg', '/ifood/chocolate_mousse/train_027674.jpg', '/ifood/chocolate_mousse/train_027464.jpg', '/ifood/chocolate_mousse/train_027626.jpg', '/ifood/chocolate_mousse/train_027694.jpg', '/ifood/chocolate_mousse/train_027173.jpg', '/ifood/chocolate_mousse/train_027425.jpg', '/ifood/chocolate_mousse/train_027200.jpg', '/ifood/chocolate_mousse/train_027488.jpg', '/ifood/chocolate_mousse/train_027536.jpg']	win	0
8fcwqowm_r01_s0_p001	42	8fcwqowm	r01	image_p23498	image	/birds/Parakeet_Auklet/Parakeet_Auklet_0031_795960.jpg	['/birds/Parakeet_Auklet/Parakeet_Auklet_0080_795965.jpg', '/birds/Parakeet_Auklet/Parakeet_Auklet_0013_795970.jpg', '/birds/Parakeet_Auklet/Parakeet_Auklet_0055_795963.jpg', '/birds/Parakeet_Auklet/Parakeet_Auklet_0073_795939.jpg', '/birds/Parakeet_Auklet/Parakeet_Auklet_0008_795992.jpg', '/birds/Parakeet_Auklet/Parakeet_Auklet_0059_795973.jpg', '/birds/Parakeet_Auklet/Parakeet_Auklet_0039_795955.jpg', '/birds/Parakeet_Auklet/Parakeet_Auklet_0050_795957.jpg', '/birds/Parakeet_Auklet/Parakeet_Auklet_0016_795977.jpg', '/birds/Parakeet_Auklet/Parakeet_Auklet_0056_795926.jpg', '/birds/Parakeet_Auklet/Parakeet_Auklet_0017_795924.jpg']	win	1
8fcwqowm_r01_s0_p002	40	8fcwqowm	r01	image_p36572	image	/dogs/Bouvier_des_Flandres/n02106382_1131.jpg	['/dogs/Bouvier_des_Flandres/n02106382_1787.jpg', '/dogs/Bouvier_des_Flandres/n02106382_3048.jpg', '/dogs/Bouvier_des_Flandres/n02106382_2370.jpg', '/dogs/Bouvier_des_Flandres/n02106382_1381.jpg', '/dogs/Bouvier_des_Flandres/n02106382_1365.jpg', '/dogs/Bouvier_des_Flandres/n02106382_834.jpg', '/dogs/Bouvier_des_Flandres/n02106382_1440.jpg', '/dogs/Bouvier_des_Flandres/n02106382_2763.jpg', '/dogs/Bouvier_des_Flandres/n02106382_8289.jpg', '/dogs/Bouvier_des_Flandres/n02106382_9651.jpg', '/dogs/Bouvier_des_Flandres/n02106382_7656.jpg']	win	2
8fcwqowm_r01_s0_p003	43	8fcwqowm	r01	image_p5159	image	/ifood/pizza/train_079393.jpg	['/ifood/pizza/train_079252.jpg', '/ifood/pizza/train_079355.jpg', '/ifood/pizza/train_079290.jpg', '/ifood/pizza/train_079396.jpg', '/ifood/pizza/train_079430.jpg', '/ifood/pizza/train_079335.jpg', '/ifood/pizza/train_079459.jpg', '/ifood/pizza/train_079417.jpg', '/ifood/pizza/train_079476.jpg', '/ifood/pizza/train_079359.jpg', '/ifood/pizza/train_079343.jpg']	win	3
8fcwqowm_r01_s0_p004	23	8fcwqowm	r01	image_p11011	image	/dogs/silky_terrier/n02097658_642.jpg	['/dogs/silky_terrier/n02097658_6726.jpg', '/dogs/silky_terrier/n02097658_950.jpg', '/dogs/silky_terrier/n02097658_3693.jpg', '/dogs/silky_terrier/n02097658_857.jpg', '/dogs/silky_terrier/n02097658_2012.jpg', '/dogs/silky_terrier/n02097658_214.jpg', '/dogs/silky_terrier/n02097658_5728.jpg', '/dogs/silky_terrier/n02097658_8653.jpg', '/dogs/silky_terrier/n02097658_7893.jpg', '/dogs/silky_terrier/n02097658_2329.jpg', '/dogs/silky_terrier/n02097658_9043.jpg']	win	4
8fcwqowm_r01_s0_p005	31	8fcwqowm	r01	image_p34462	image	/dogs/Bernese_mountain_dog/n02107683_241.jpg	['/dogs/Bernese_mountain_dog/n02107683_5397.jpg', '/dogs/Bernese_mountain_dog/n02107683_3944.jpg', '/dogs/Bernese_mountain_dog/n02107683_2946.jpg', '/dogs/Bernese_mountain_dog/n02107683_1677.jpg', '/dogs/Bernese_mountain_dog/n02107683_4807.jpg', '/dogs/Bernese_mountain_dog/n02107683_4194.jpg', '/dogs/Bernese_mountain_dog/n02107683_1003.jpg', '/dogs/Bernese_mountain_dog/n02107683_4695.jpg', '/dogs/Bernese_mountain_dog/n02107683_735.jpg', '/dogs/Bernese_mountain_dog/n02107683_357.jpg', '/dogs/Bernese_mountain_dog/n02107683_6950.jpg']	win	5
8fcwqowm_r01_s0_p006	44	8fcwqowm	r01	image_p22187	image	/ifood/panna_cotta/train_079039.jpg	['/ifood/panna_cotta/train_079038.jpg', '/ifood/panna_cotta/train_078728.jpg', '/ifood/panna_cotta/train_078866.jpg', '/ifood/panna_cotta/train_078726.jpg', '/ifood/panna_cotta/train_078699.jpg', '/ifood/panna_cotta/train_078739.jpg', '/ifood/panna_cotta/train_078889.jpg', '/ifood/panna_cotta/train_078846.jpg', '/ifood/panna_cotta/train_078869.jpg', '/ifood/panna_cotta/train_078991.jpg', '/ifood/panna_cotta/train_078898.jpg']	win	6
8fcwqowm_r01_s0_p007	39	8fcwqowm	r01	image_p15428	image	/birds/Painted_Bunting/Painted_Bunting_0070_16515.jpg	['/birds/Painted_Bunting/Painted_Bunting_0098_15226.jpg', '/birds/Painted_Bunting/Painted_Bunting_0019_15231.jpg', '/birds/Painted_Bunting/Painted_Bunting_0087_15232.jpg', '/birds/Painted_Bunting/Painted_Bunting_0034_15207.jpg', '/birds/Painted_Bunting/Painted_Bunting_0056_16599.jpg', '/birds/Painted_Bunting/Painted_Bunting_0005_15202.jpg', '/birds/Painted_Bunting/Painted_Bunting_0058_16719.jpg', '/birds/Painted_Bunting/Painted_Bunting_0099_16525.jpg', '/birds/Painted_Bunting/Painted_Bunting_0094_16467.jpg', '/birds/Painted_Bunting/Painted_Bunting_0083_16587.jpg', '/birds/Painted_Bunting/Painted_Bunting_0069_16462.jpg']	win	7
8fcwqowm_r03_s0_p000	33	8fcwqowm	r03	taboo_en_p2517	word	Sequel	['Movie', 'Second', 'Story', 'Series', 'Show']	win	0
8fcwqowm_r03_s0_p001	52	8fcwqowm	r03	taboo_en_p0784	word	Dream	['Sleep', 'Goal', 'Hope', 'Hallucination', 'Lucid']	win	1
8fcwqowm_r03_s0_p004	59	8fcwqowm	r03	taboo_en_p2295	word	Kelvin	['Celsius', 'Temperature', 'Absolute', 'Scale', 'Fahrenheit']	win	4
8fcwqowm_r03_s0_p005	37	8fcwqowm	r03	taboo_en_p2302	word	Laser	['Light', 'Device', 'Beam', 'Technology', 'Optical']	win	5
8fcwqowm_r03_s0_p006	23	8fcwqowm	r03	taboo_en_p0100	word	Toy	['Children', 'Santa', 'Gift', 'Kids', 'Play']	win	6
8fcwqowm_r03_s0_p007	20	8fcwqowm	r03	taboo_en_p1248	word	Money	['Currency', 'Cash', 'Value', 'Price', 'Exchange']	loss	7
8fcwqowm_r03_s0_p008	46	8fcwqowm	r03	taboo_en_p0466	word	Washington Monument	['American', 'Lincoln', 'Historical', 'Government', 'Obelisk']	skip	8
8fcwqowm_r04_s0_p000	25	8fcwqowm	r04	image_p26896	image	/birds/Boat_tailed_Grackle/Boat_Tailed_Grackle_0035_33750.jpg	['/birds/Boat_tailed_Grackle/Boat_Tailed_Grackle_0055_33774.jpg', '/birds/Boat_tailed_Grackle/Boat_Tailed_Grackle_0087_33369.jpg', '/birds/Boat_tailed_Grackle/Boat_Tailed_Grackle_0096_33801.jpg', '/birds/Boat_tailed_Grackle/Boat_Tailed_Grackle_0043_33595.jpg', '/birds/Boat_tailed_Grackle/Boat_Tailed_Grackle_0052_33676.jpg', '/birds/Boat_tailed_Grackle/Boat_Tailed_Grackle_0047_33500.jpg', '/birds/Boat_tailed_Grackle/Boat_Tailed_Grackle_0054_33633.jpg', '/birds/Boat_tailed_Grackle/Boat_Tailed_Grackle_0091_33504.jpg', '/birds/Boat_tailed_Grackle/Boat_Tailed_Grackle_0041_33396.jpg', '/birds/Boat_tailed_Grackle/Boat_Tailed_Grackle_0030_33615.jpg', '/birds/Boat_tailed_Grackle/Boat_Tailed_Grackle_0017_33480.jpg']	loss	0
